,code,type,company
543,C-GCIJ,L2J,Cargojet Airways Ltd.
544,C-GCIQ,H2T,"Government Of Canada, Department Of Transport"
545,C-GCJT,L2J,Cargojet Airways Ltd.
546,C-GCJZ,L3J,Cargojet Airways Ltd.
547,C-GCMP,L2J,Aviation Cmp Inc.
548,C-GCMT,L2T,Sky Ag Services Limited
549,C-GCMZ,L2T,9223-8724 Québec Inc.
550,C-GCNK,L2J,Canadian North Inc.
551,C-GCNU,L2J,Canadian North Inc.
552,C-GCOA,H1P,Brenda Wolfe
553,C-GCOM,L2T,Cascades Inc.
554,C-GCPW,L2J,Pratt & Whitney Canada Corp./pratt & Whitney Canada Cie
555,C-GCQB,H2T,"Government Of Canada, Department Of Transport"
556,C-GCQG,H2T,"Government Of Canada, Department Of Transport"
557,C-GCQS,H2T,"Government Of Canada, Department Of Transport"
558,C-GCRU,H2T,"Government Of Canada, Department Of Transport"
559,C-GCRW,H1P,Inconnu
560,C-GCUL,L3J,Canadian Utilities Limited
561,C-GCVS,L2T,Max Aviation Inc.
562,C-GCWJ,L2J,Westjet
563,C-GDBJ,L1T,Aviation Starlink Inc.
564,C-GDCC,L2J,Aviation Starlink Inc.
565,C-GDCP,L2J,Anderson Air Ltd
566,C-GDEK,L2J,Kramer Ltd
567,C-GDEN,L2T,Westjet Encore Ltd.
568,C-GDEW,L2T,Westjet Encore Ltd.
569,C-GDIL,L2J,Morningstar Partners Ltd. (aurora Jet Partners)
570,C-GDJZ,L2J,Jazz Aviation Lp
571,C-GDPF,L2J,I.M.P. Group Limited (Execaire)
572,C-GDPG,L2J,I.M.P. Group Limited (Execaire)
573,C-GDTM,L2T,126700 Aircraft Canada Inc. (lake Central Airways)
574,C-GDTR,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
575,C-GEAJ,L2T,Alci Aviation Ltd.
576,C-GECT,L1T,Private Air Inc.
577,C-GEEN,L2T,Westjet Encore Ltd.
578,C-GEFA,L2J,Air Canada
579,C-GEGC,L2J,Air Canada
580,C-GEGI,L2J,Air Canada
581,C-GEHI,L2J,Air Canada
582,C-GEHQ,L2J,Air Canada
583,C-GEHS,L2T,PAL Airlines Ltd.
584,C-GEHY,L2J,Air Canada
585,C-GEIV,L2J,Air Canada
586,C-GEJE,L2T,Aviation Cmp Inc.
587,C-GEJL,L2J,Air Canada
588,C-GEJN,H1P,Gestion Aeronautique Richardson
589,C-GEKH,L2J,Air Canada
590,C-GEKX,L2J,Air Canada
591,C-GEMV,L2J,Air Canada
592,C-GENK,L2T,Westjet Encore Ltd.
593,C-GENM,L2T,Westjet Encore Ltd.
594,C-GENO,L2T,Westjet Encore Ltd.
595,C-GENU,L2T,Westjet Encore Ltd.
596,C-GENV,L2T,Westjet Encore Ltd.
597,C-GEOC,H1T,Geotech Aviation Ltd.
598,C-GEPW,L2P,Mount Royal University
599,C-GEWQ,L2T,Jazz Aviation Lp
600,C-GFAF,L2J,Air Canada
601,C-GFAH,L2J,Air Canada
602,C-GFAJ,L2J,Air Canada
603,C-GFAP,L2T,Flightexec
604,C-GFCB,L2J,I.M.P. Group Limited (Execaire)
605,C-GFCH,H2T,Cougar Helicopters
606,C-GFEH,L2J,Sunwing Airlines Inc.
607,C-GFFT,L2J,Flightpath Charter Airways Inc.
608,C-GFHR,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
609,C-GFIO,L2J,Nav Canada
610,C-GFJZ,L2J,Jazz Aviation Lp
611,C-GFKA,L1T,Air Bravo Corp.
612,C-GFLN,L1T,Les Chantiers De Chibougamau Ltee.
613,C-GFLZ,L2T,Mlg Inc.
614,C-GFON,L2T,Eon Airborne Inc / Eon Aéroporté Inc.
615,C-GFTY,L1P,St. Thomas Flight Centre Ltd.
616,C-GFUR,L2J,Air Canada
617,C-GGBF,L2T,Jazz Aviation Lp
618,C-GGBI,L2P,138883 Canada Inc
619,C-GGCH,H2T,Kruger Inc.
620,C-GGCI,L2T,Jazz Aviation Lp
621,C-GGDU,L2T,Jazz Aviation Lp
622,C-GGFJ,L2T,Jazz Aviation Lp
623,C-GGIP,L1P,2011376 Ontario Limited
624,C-GGJA,L2J,Jazz Aviation Lp
625,C-GGLM,H1T,Montel Equipement Minier Inc.
626,C-GGMI,L2T,Jazz Aviation Lp
627,C-GGMN,L2T,Jazz Aviation Lp
628,C-GGMZ,L2T,Jazz Aviation Lp
629,C-GGND,L2T,Jazz Aviation Lp
630,C-GGNF,L2T,Jazz Aviation Lp
631,C-GGNW,L2T,Jazz Aviation Lp
632,C-GGNY,L2T,Jazz Aviation Lp
633,C-GGOI,L2T,Jazz Aviation Lp
634,C-GGPX,L2T,701019 Nb Inc.
635,C-GGSU,L2T,Cgg Aviation (canada) Limited
636,C-GGWJ,L2J,Westjet
637,C-GHHM,H1T,Gestion Matthieu Delorme Inc.
638,C-GHKR,L2J,Air Canada
639,C-GHKW,L2J,Air Canada
640,C-GHKX,L2J,Air Canada
641,C-GHLM,L2J,Air Canada
642,C-GHLT,L2J,Air Canada Rouge Lp
643,C-GHPE,L2J,Air Canada Rouge Lp
644,C-GHPF,L1T,Panorama Fixed Wings Ltd.
645,C-GHPQ,L2J,Air Canada
646,C-GHPT,L2J,Air Canada
647,C-GHPU,L2J,Air Canada
648,C-GHPV,L2J,Air Canada
649,C-GHPX,L2J,Air Canada
650,C-GHPY,L2J,Air Canada
651,C-GHQL,L2T,Hydro-Québec
652,C-GHQP,L2T,Hydro-Québec
653,C-GHQQ,L2J,Air Canada
654,C-GHQY,L2J,Air Canada
655,C-GIAB,L2T,Air Inuit Ltd. Air Inuit Ltee
656,C-GIAC,L2J,Nutrien
657,C-GIAJ,L2J,Cargojet Airways Ltd.
658,C-GICN,L2J,Canadian North Inc.
659,C-GICR,L1T,Chrono Aviation Inc.
660,C-GIDG,H2T,Samara Aviation Inc.
661,C-GIED,L2T,PAL Airlines Ltd.
662,C-GIJZ,L2T,Jazz Aviation Lp
663,C-GIPZ,L2J,Aviation Cmp Inc.
664,C-GIRL,L2J,Aviation Starlink Inc.
665,C-GITP,L2J,Air Canada Rouge Lp
666,C-GITR,L2J,Air Canada Rouge Lp
667,C-GITU,L2J,Air Canada
668,C-GITY,L2J,Air Canada
669,C-GIUB,L2J,Air Canada
670,C-GIUE,L2J,Air Canada
671,C-GIUF,L2J,Air Canada
672,C-GIWZ,L2J,Partner Jet Inc.
673,C-GIZI,L1P,Waterloo-Wellington Flying Club
674,C-GJAE,L2J,Anderson Air Ltd
675,C-GJAN,L2J,Air Canada
676,C-GJAZ,L2J,Jazz Aviation Lp
677,C-GJCB,L2J,Chartright Air Inc.
678,C-GJDA,L2J,Air Transat A T Inc.
679,C-GJDI,L2T,Irving Air Service Inc.
680,C-GJDR,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
681,C-GJDU,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
682,C-GJEI,L2J,"Irving Oil Transport, Inc."
683,C-GJEN,L2T,Westjet Encore Ltd.
684,C-GJET,L2J,Chartright Air Inc.
685,C-GJFG,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
686,C-GJFY,L2T,Sunwest Aviation Ltd.
687,C-GJFZ,L2J,Air Canada
688,C-GJKI,L2J,Brunswick Air Limited Partnership
689,C-GJLJ,L2T,Propair Inc.
690,C-GJLR,L2T,2106701 Ontario Inc (novajet)
691,C-GJLZ,L2J,Westjet
692,C-GJOJ,L1P,Dennis Fortier
693,C-GJOP,L2T,Air Creebec Inc.
694,C-GJPY,L2T,Summit Air Ltd. (summit Air)
695,C-GJVT,L2J,Air Canada
696,C-GJVX,L2J,Air Canada
697,C-GJWD,L2J,Air Canada
698,C-GJWE,L2T,Westjet Encore Ltd.
699,C-GJWI,L2J,Air Canada
700,C-GJWN,L2J,Air Canada
701,C-GJWO,L2J,Air Canada
702,C-GJWS,L2J,Westjet
703,C-GJXE,L2J,Air Canada
704,C-GJXN,L2J,Air Canada
705,C-GJXV,L2J,Air Canada
706,C-GJXW,L2J,Air Canada
707,C-GJXY,L2J,Air Canada
708,C-GJZA,L2T,Jazz Aviation Lp
709,C-GJZC,L2T,Jazz Aviation Lp
710,C-GJZD,L2T,Jazz Aviation Lp
711,C-GJZF,L2T,Jazz Aviation Lp
712,C-GJZG,L2T,Jazz Aviation Lp
713,C-GJZK,L2T,Jazz Aviation Lp
714,C-GJZN,L2T,Jazz Aviation Lp
715,C-GJZS,L2J,Jazz Aviation Lp
716,C-GJZT,L2J,Jazz Aviation Lp
717,C-GJZV,L2J,Jazz Aviation Lp
718,C-GJZX,L2T,Jazz Aviation Lp
719,C-GJZY,L2T,Jazz Aviation Lp
720,C-GJZZ,L2J,Jazz Aviation Lp
721,C-GKEP,L2J,Air Georgian Limited
722,C-GKOD,L2J,Air Canada
723,C-GKOE,L2J,Air Canada
724,C-GKON,L2T,Jazz Aviation Lp
725,C-GKOP,H1P,Québec Hélicoptères Inc./Quebec Helicopters Inc.
726,C-GKQA,L2T,Porter Airlines Inc.
727,C-GKQB,L2T,Porter Airlines Inc.
728,C-GKQC,L2T,Porter Airlines Inc.
729,C-GKQD,L2T,Porter Airlines Inc.
730,C-GKQE,L2T,Porter Airlines Inc.
731,C-GKQF,L2T,Porter Airlines Inc.
732,C-GKQG,L2T,Porter Airlines Inc.
733,C-GKQH,L2T,Porter Airlines Inc.
734,C-GKQI,L2T,Porter Airlines Inc.
735,C-GKSP,H1P,Apex Helicopters Inc.
736,C-GKUC,L1T,Kudlik Aviation Inc.
737,C-GKUH,L2J,Air Canada
738,C-GKWA,L2J,Westjet
739,C-GKWE,L2T,Westjet Encore Ltd.
740,C-GKWJ,L2J,Westjet
741,C-GKXS,L2J,Kreos Aviation Inc.
742,C-GKZB,L2J,The Craig Evan Corporation
743,C-GLBR,L2J,Bombardier Inc.
744,C-GLEM,L2T,Cascades Inc.
745,C-GLER,L1T,Société En Commandite Dfm Aviation/ Dfm Aviation Limited Partnership
746,C-GLFV,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
747,C-GLJZ,L2J,Jazz Aviation Lp
748,C-GLMI,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
749,C-GLNL,L2J,650584 Alberta Inc (latitude Air Ambulance)
750,C-GLQB,L2T,Porter Airlines Inc.
751,C-GLQC,L2T,Porter Airlines Inc.
752,C-GLQD,L2T,Porter Airlines Inc.
753,C-GLQE,L2T,Porter Airlines Inc.
754,C-GLQF,L2T,Porter Airlines Inc.
755,C-GLQG,L2T,Porter Airlines Inc.
756,C-GLQH,L2T,Porter Airlines Inc.
757,C-GLQJ,L2T,Porter Airlines Inc.
758,C-GLQK,L2T,Porter Airlines Inc.
759,C-GLQL,L2T,Porter Airlines Inc.
760,C-GLQM,L2T,Porter Airlines Inc.
761,C-GLQN,L2T,Porter Airlines Inc.
762,C-GLQO,L2T,Porter Airlines Inc.
763,C-GLQP,L2T,Porter Airlines Inc.
764,C-GLQQ,L2T,Porter Airlines Inc.
765,C-GLQR,L2T,Porter Airlines Inc.
766,C-GLQV,L2T,Porter Airlines Inc.
767,C-GLQX,L2T,Porter Airlines Inc.
768,C-GLQZ,L2T,Porter Airlines Inc.
769,C-GLRN,L2J,Sunwing Airlines Inc.
770,C-GLRP,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
771,C-GLWJ,L2T,Westjet Encore Ltd.
772,C-GLXC,L3J,Galaxy Airways Inc.
773,C-GLZR,L2P,The Airborne Sensing Corporation
774,C-GMAI,L2J,Air Inuit Ltd. Air Inuit Ltee
775,C-GMCP,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
776,C-GMEX,L2J,Air Canada
777,C-GMGC,H1T,Bell Helicopter Textron Canada Limitée/ Bell Helicopter Textron Canada Limited
778,C-GMGX,L3J,Magna International Inc.
779,C-GMIQ,L2J,Air Canada
780,C-GMIU,L2J,Air Canada
781,C-GMIW,L2J,Air Canada
782,C-GMJA,L2J,Jazz Aviation Lp
783,C-GMKT,H1T,0869234 Bc Ltd
784,C-GMMF,L1T,Robert Lehtonen
785,C-GMNL,L2T,Max Aviation Inc.
786,C-GMPB,L1T,"Government Of Canada, Royal Canadian Mounted Police"
787,C-GMPM,L1T,"Government Of Canada, Royal Canadian Mounted Police"
788,C-GMPO,L1T,"Government Of Canada, Royal Canadian Mounted Police"
789,C-GMPQ,L1T,"Government Of Canada, Royal Canadian Mounted Police"
790,C-GMRO,L2J,Chartright Air Inc.
791,C-GMTI,L2J,Manitoulin Transport Inc.
792,C-GMTZ,H1T,691042 N.-b. Inc
793,C-GMWJ,L2J,Westjet
794,C-GMXB,L2J,Sunwing Airlines Inc.
795,C-GMXD,L2J,Air Partners Corp.
796,C-GMZR,L2J,Air Canada
797,C-GNAM,L2T,Northern Air Charter (p. R.) Inc.
798,C-GNAP,L2P,Southern Ontario Water Conditioning Inc.
799,C-GNBB,L2T,Sky Jet M.g. Inc.
800,C-GNBE,L2J,Air Canada
801,C-GNCB,L2J,Aic Global Holdings Inc./holding International Aic Inc.
802,C-GNCH,L2J,Sunwing Airlines Inc.
803,C-GNDO,L2T,Air Inuit Ltd. Air Inuit Ltee
804,C-GNDR,L2T,1431128 Alberta Ltd
805,C-GNFZ,L2T,PAL Airlines Ltd.
806,C-GNGI,L2T,Weinrich Air Inc
807,C-GNJA,L2J,Air Georgian Limited
808,C-GNJZ,L2J,Jazz Aviation Lp
809,C-GNLG,H1T,Canadian Helicopters Limited - Hélicoptères Canadiens Limitée
810,C-GNLK,L2J,Les Investissements Nolinor Inc.
811,C-GNLN,L2J,Les Investissements Nolinor Inc.
812,C-GNLQ,L2J,Les Investissements Nolinor Inc.
813,C-GNLW,L2J,Les Investissements Nolinor Inc.
814,C-GNRD,L2J,Les Investissements Nolinor Inc.
815,C-GNSC,L2T,Chartright Air Inc.
816,C-GNUD,L1P,Freiburger Aviation Inc.
817,C-GNVC,L2J,Nav Canada
818,C-GOAI,L2J,Aviation Starlink Inc.
819,C-GOCH,L1P,514744 Ontario Limited
820,C-GOCJ,L2J,Alan Mills
821,C-GODE,L1T,Kudlik Aviation Inc.
822,C-GODG,H2T,9916288 Canada Inc.
823,C-GODH,L1T,Pacific Sky Aviation Inc.
824,C-GOFW,L2J,Sunwing Airlines
825,C-GOHI,L1T,Aviation Starlink Inc.
826,C-GOIH,L2J,Air Transat A T Inc.
827,C-GOJA,L2J,Air Georgian Limited
828,C-GOJC,L2J,Flightexec
829,C-GOJZ,L2J,Jazz Aviation Lp
830,C-GOKI,L2T,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
831,C-GONJ,L2T,Jazz Aviation Lp
832,C-GOPE,L1P,Island Air Flight School & Charters Inc.
833,C-GOPW,L2J,Canadian North Inc.
834,C-GORC,L2T,Air Georgian Limited
835,C-GORF,L2T,Air Georgian Limited
836,C-GORN,L2T,Air Georgian Limited
837,C-GOSO,L2J,Canadian Energy Services L. P.
838,C-GOWG,L2J,Sunwing Airlines Inc.
839,C-GOWO,L2J,Bombardier Inc.
840,C-GOWQ,L2J,Bombardier Inc.
841,C-GOXB,L2J,Bombardier Inc.
842,C-GOXD,L2J,Bombardier Inc.
843,C-GOXG,L2J,Bombardier Inc.
844,C-GOXN,L2J,Bombardier Inc.
845,C-GOXW,L2J,Bombardier Inc.
846,C-GOYD,L2J,Bombardier Inc.
847,C-GOYO,L2J,Bombardier Inc.
848,C-GPAR,L2T,PAL Airlines Ltd.
849,C-GPAU,L2T,PAL Airlines Ltd.
850,C-GPAW,L2J,Pratt & Whitney Canada Corp./pratt & Whitney Canada Cie
851,C-GPDB,L2J,Sunwest Aviation Ltd.
852,C-GPDC,L2T,"Transwest Air Limited Partnership, By Its General Partner Transwest Management Ltd."
853,C-GPDQ,L2J,Sunwest Aviation Ltd.
854,C-GPJZ,L2J,Jazz Aviation Lp
855,C-GPLI,H1T,Martini Aviation Ltd.
856,C-GPSQ,L1T,Chrono Aviation Inc.
857,C-GPTS,L2J,Air Transat A T Inc.
858,C-GPWE,L2T,Westjet Encore Ltd.
859,C-GPWG,L2J,Air Canada
860,C-GPWL,H1T,Lakelse Air Ltd
861,C-GQBT,L2T,"Gouvernement Du Québec, Service Aérien Gouvernemental"
862,C-GQCC,L2J,Private Air Inc.
863,C-GQJA,L2J,Jazz Aviation Lp
864,C-GQPM,L2J,Aviation Cmp Inc.
865,C-GQTA,L2J,Top Aces Inc.
866,C-GQWJ,L2J,Westjet
867,C-GRAG,L2J,Westjet
868,C-GRAI,L2T,Air Inuit Ltd. Air Inuit Ltee
869,C-GRAX,L2J,Westjet
870,C-GRBA,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
871,C-GRBL,L1P,Léon Raymond
872,C-GRCC,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
873,C-GRCY,L2J,Sobeys Capital Incorporated/sobeys Capital Incorporée
874,C-GRGF,L2T,2395173 Ontario Limited
875,C-GRGK,L2T,Regional 1 Airlines Ltd.
876,C-GRGM,L3J,Future Electronics Inc./future Electronique Inc.
877,C-GRJZ,L2T,Air Inuit Ltd. Air Inuit Ltee
878,C-GROG,L2J,Aviation Starlink Inc.
879,C-GRSV,H1T,Access Helicopters Ltd
880,C-GRTB,L2J,Westjet
881,C-GRWS,L2J,Westjet
882,C-GSAG,L1T,"Aéroclub De Montréal Inc. / Montreal Flying Club Inc. (univair Aviation, Air Richelieu)"
883,C-GSAP,L2J,Aviation Jolina S.E.C.
884,C-GSAT,L2J,Air Transat A T Inc.
885,C-GSCW,L1P,Warren Ross Cresswell
886,C-GSGH,H1T,Sander Geophysics Limited
887,C-GSGJ,L1T,Sander Geophysics Limited
888,C-GSGL,L1T,Sander Geophysics Limited
889,C-GSGZ,L1T,Sander Geophysics Limited
890,C-GSJB,L2J,Air Canada Rouge Lp
891,C-GSJK,L2J,Chartright Air Inc.
892,C-GSJV,L2J,Flightpath Charter Airways Inc.
893,C-GSJZ,L2T,Jazz Aviation Lp
894,C-GSKA,L2T,Skylink Express Inc.
895,C-GSKG,L2T,Skylink Express Inc.
896,C-GSMR,L2J,Skyservice Business Aviation Inc./skyservice Aviation D'affaires Inc.
897,C-GSNE,H1T,Marine Capital Inc.
898,C-GSNG,L1T,Private Air Inc.
899,C-GSOA,H1T,9377-1004 Québec Inc.
900,C-GSOC,L2J,Sunwest Aviation Ltd.
901,C-GSOE,L2J,Sunwest Aviation Ltd.
902,C-GSPE,H1P,Inconnu
903,C-GSPW,L2J,Air Inuit Ltd. Air Inuit Ltee
904,C-GSPZ,H1T,Corporation Hélico.Store inc.
905,C-GSUI,L4J,North Cariboo Flying Service Ltd
906,C-GSUN,L2J,Suncor Energy Inc. Suncor Energie Inc.
907,C-GSWJ,L2J,Westjet
908,C-GSWQ,L2J,Sunwest Aviation Ltd.
909,C-GSXC,L2J,Air Nunavut Ltd.
910,C-GSXJ,L2J,Air Nunavut Ltd.
911,C-GSYC,L2T,"Transwest Air Limited Partnership, By Its General Partner Transwest Management Ltd."
912,C-GSZM,H1T,Heli Source Ltd.
913,C-GTAM,H1T,Adam Wachtel
914,C-GTBM,L1T,Bourdon Feed & Grain Inc.
915,C-GTCJ,L2J,Cargojet Airways Ltd.
916,C-GTCO,L2T,Air Creebec Inc.
917,C-GTCP,H1T,Transcanada Pipelines Limited
918,C-GTCV,H1T,Transcanada Pipelines Limited
919,C-GTED,L1T,Kodiak Operations Limited
920,C-GTEV,L2T,Evertz Microsystems Ltd.
921,C-GTFF,L4J,Pratt & Whitney Canada Corp./pratt & Whitney Canada Cie
922,C-GTGV,L2T,Alci Aviation Ltd.
923,C-GTHM,H1P,Québec Hélicoptères Inc./Quebec Helicopters Inc.
924,C-GTJA,L2J,Air Georgian Limited
925,C-GTLP,L2J,Phénom S.e.c.
926,C-GTOG,L2J,Anderson Air Ltd
927,C-GTOL,L2J,Technisonic Industries Ltd.
928,C-GTOR,L2J,Partner Jet Inc.
929,C-GTQS,H1P,9159509 Canada Inc.
930,C-GTSD,L2J,Air Transat A T Inc.
931,C-GTSJ,L2J,Air Transat A T Inc.
932,C-GTSR,L2J,Air Transat A T Inc.
933,C-GTSZ,L2J,Air Transat A T Inc.
934,C-GTUF,L2J,Chartright Air Inc.
935,C-GTUK,L2J,Les Investissements Nolinor Inc.
936,C-GTVO,L2J,9368-2011 Québec Inc.
937,C-GTWE,L2T,Westjet Encore Ltd.
938,C-GUAC,L2J,Fox Flight Inc.
939,C-GUAI,L2T,Air Inuit Ltd. Air Inuit Ltee
940,C-GUAJ,L2J,Cargojet Airways Ltd.
941,C-GUBC,L2J,Air Transat A T Inc.
942,C-GUBD,L2J,Air Transat A T Inc.
943,C-GUFR,L2J,Air Transat A T Inc.
944,C-GUGQ,L1T,9000-3153 Quebec Inc
945,C-GUGS,L2J,Bombardier Inc.
946,C-GUGV,L2J,Bombardier Inc.
947,C-GUGY,L2J,Bombardier Inc.
948,C-GUHA,L2J,Bombardier Inc.
949,C-GUJA,L2J,Jazz Aviation Lp
950,C-GUJZ,L2T,Jazz Aviation Lp
951,C-GUND,L2T,Maritime Air Charter Limited
952,C-GUPL,L2J,Air Canada
953,C-GUPW,L2T,Exploits Valley Air Services Ltd.
954,C-GURM,L2T,"Gouvernement Du Québec, Service Aérien Gouvernemental"
955,C-GUSM,L2J,Wal-mart Canada Corp./la Compagnie Wal-mart Du Canada
956,C-GUTO,L2J,Top Aces Inc.
957,C-GUWJ,L2J,Westjet
958,C-GUXB,H1P,8031851 Canada Inc.
959,C-GUXF,L2T,Air Creebec Inc.
960,C-GUYM,L1P,Paul Renny
961,C-GVAM,H2T,Airmédic Inc.
962,C-GVCN,H2T,9929711 Canada Inc.
963,C-GVCQ,L2J,618232 Alberta Ltd.
964,C-GVDG,L1T,Chrono Aviation Inc.
965,C-GVEN,L2T,Westjet Encore Ltd.
966,C-GVFX,L2J,Sunwest Aviation Ltd.
967,C-GVGA,L2T,Air Georgian Limited
968,C-GVIJ,L2J,Cargojet Airways Ltd.
969,C-GVJV,L2J,Flightpath Charter Airways Inc.
970,C-GVJZ,L2T,Jazz Aviation Lp
971,C-GVPA,L2T,PAL Airlines Ltd.
972,C-GVUH ,L2J,Air Canada
973,C-GVVZ,L2J,Sunwest Aviation Ltd.
974,C-GVWA,L2J,Westjet
975,C-GVWE,L2T,Westjet Encore Ltd.
976,C-GVWJ,L2J,Westjet
977,C-GVZB,L1P,Vintage Wings Of Canada
978,C-GWAZ,L2J,Westjet
979,C-GWBF,L2J,Westjet
980,C-GWBJ,L2J,Westjet
981,C-GWBL,L2J,Westjet
982,C-GWBN,L2J,Westjet
983,C-GWBT,L2J,Westjet
984,C-GWBU,L2J,Westjet
985,C-GWBX,L2J,Westjet
986,C-GWCM,L2J,Westjet
987,C-GWCN,L2J,Westjet
988,C-GWEF,L2T,Westjet Encore Ltd.
989,C-GWEG,L2T,Westjet Encore Ltd.
990,C-GWEN,L2T,Westjet Encore Ltd.
991,C-GWEO,L2T,Westjet Encore Ltd.
992,C-GWEP,L2T,Westjet Encore Ltd.
993,C-GWEQ,L2T,Westjet Encore Ltd.
994,C-GWEU,L2T,Westjet Encore Ltd.
995,C-GWFE,L2T,Westjet Encore Ltd.
996,C-GWFG,L2J,West Fraser Air Ltd
997,C-GWGI,L2T,Fast Air Ltd.
998,C-GWGZ,L2J,Woodward's Oil Limited
999,C-GWJF,L2J,Westjet
1000,C-GWJG,L2J,Westjet
1001,C-GWJK,L2T,Westjet Encore Ltd.
1002,C-GWJO,L2J,Westjet
1003,C-GWJT,L2J,Westjet
1004,C-GWMF,L1T,Ray Mcfeetors
1005,C-GWPB,L1P,Chartright Air Inc.
1006,C-GWRG,L2J,Westjet
1007,C-GWSA,L2J,Westjet
1008,C-GWSN,L2J,Westjet
1009,C-GWSO,L2J,Westjet
1010,C-GWSP,L2J,Westjet
1011,C-GWSQ,L2J,Westjet
1012,C-GWSR,L2J,Westjet
1013,C-GWSV,L2J,Westjet
1014,C-GWSX,L2J,Westjet
1015,C-GWSZ,L2J,Westjet
1016,C-GWUE,L2T,Westjet Encore Ltd.
1017,C-GWUX,L2J,Westjet
1018,C-GWWJ,L2J,Westjet
1019,C-GWWU,L2J,"The North West Company Limited Partnership, By It's General Partner, Nwc Gp Inc."
1020,C-GWWW,L2J,Chartright Air Inc.
1021,C-GXAI,L2T,Air Inuit Ltd. Air Inuit Ltee
1022,C-GXAX,L2J,Westjet
1023,C-GXCA,L2T,Chrono Aviation Inc.
1024,C-GXII,L1T,Osama Arafat
1025,C-GXJA,L2J,Air Georgian Limited
1026,C-GXJS,L1T,Atlantis Aviation Limited Partnership; By Its Managing General Partner Atlantis Air Corp.
1027,C-GXJZ,L2T,Jazz Aviation Lp
1028,C-GXNR,L2J,Glencore Canada Corporation
1029,C-GYAJ,L2J,Cargojet Airways Ltd.
1030,C-GYCV,L2T,PAL Airlines Ltd.
1031,C-GYGT,L2T,"Keewatin Air Lp As Represented By Its General Partner, Keewatin Air Gp Inc. (kivalliq Air Nunavut Lifeline)"
1032,C-GYGZ,L1P,St Catharines Flying Club
1033,C-GYJB,A2P,Province Of Manitoba
1034,C-GYJZ,L2T,Jazz Aviation Lp
1035,C-GYMC,L2J,Rdl Aviation Inc.
1036,C-GYPA,L2T,Max Aviation Inc.
1037,C-GYRI,H1T,Elbow River Helicopters Ltd.
1038,C-GYSC,L2T,Voyageur Airways Limited
1039,C-GYWJ,L2J,Westjet
1040,C-GYYR,H1T,PAL Airlines Ltd.
1041,C-GZAS,L2J,Airsprint Inc.
1042,C-GZCZ,L2J,Sunwest Aviation Ltd.
1043,C-GZGA,L2T,Air Georgian Limited
1044,C-GZJA,L2J,Air Georgian Limited
1045,C-GZJC,L2T,Air Creebec Inc.
1046,C-GZOX,L2J,Air Nunavut Ltd.
1047,C-GZSG,L2J,Westjet
1048,C-GZSN,L2P,2341224 Ontario Inc.
1049,C-GZWS,L2J,Westjet
1050,CC-ARP,L2T,Empresa De Transportes Aereos Los Boldos
1051,CN-RGB,L2J,Royal Air Maroc
1052,CN-RGC,L2J,Royal Air Maroc
1053,CN-RGY,L2J,Royal Air Maroc
1054,CN-RGZ,L2J,Royal Air Maroc
1055,CS-TSH,L2J,Air Azores
1056,D-ABYH,L4J,Lufthansa
1057,D-AGBB,L3J,Volkswagen Group
1058,D-AIFC,L4J,Lufthansa
1059,D-AIFD,L4J,Lufthansa
1060,D-AIFE,L4J,Lufthansa
1061,D-AIGL,L4J,Lufthansa
1062,D-AIGM,L4J,Lufthansa
1063,D-AIGN,L4J,Lufthansa
1064,D-AIGO,L4J,Lufthansa
1065,D-AIGP,L4J,Lufthansa
1066,D-AIGS,L4J,Lufthansa
1067,D-AIGT,L4J,Lufthansa
1068,D-AIGU,L4J,Lufthansa
1069,D-AIGV,L4J,Lufthansa
1070,D-AIGW,L4J,Lufthansa
1071,D-AIGX,L4J,Lufthansa
1072,D-AIGY,L4J,Lufthansa
1073,D-AIGZ,L4J,Lufthansa
1074,D-AIKE,L2J,Lufthansa
1075,D-AIKF,L2J,Lufthansa
1076,D-AIKG,L2J,Lufthansa
1077,D-AIKI,L2J,Lufthansa
1078,D-AIKK,L2J,Lufthansa
1079,D-AIKL,L2J,Lufthansa
1080,D-AIKM,L2J,Lufthansa
1081,D-AIKN,L2J,Lufthansa
1082,D-AIKO,L2J,Lufthansa
1083,D-AIKP,L2J,Lufthansa
1084,D-AIKQ,L2J,Lufthansa
1085,D-AIKR,L2J,Lufthansa
1086,D-AIKS,L2J,Lufthansa
1087,D-AIVC,L2J,Lufthansa
1088,D-AIXA,L2J,Lufthansa
1089,D-AIXB,L2J,Lufthansa
